"BY","stock","surv","stockName","jurisdiction","smoltType","adultRunTiming","region","lat","long"
2001,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2002,"SPY",0.0167,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2003,"SPY",7e-04,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2004,"SPY",0.0119,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2005,"SPY",0.0028,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2006,"SPY",0.0026,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2007,"SPY",0.0045,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2008,"SPY",0.0117,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2009,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2010,"SPY",0.0012,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2011,"SPY",8e-04,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2012,"SPY",2e-04,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2013,"SPY",4e-04,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
2014,"SPY",NA,"South Puget Sound Fall Yearling","WA","streamtype","Fall","SPGSD","47.5676","-122.3486"
1971,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1972,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1973,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1974,"WRY",0.0403,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1975,"WRY",0.0014,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1976,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1977,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1978,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1979,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1980,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1981,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1982,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1983,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1984,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1985,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1986,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1987,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1988,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1989,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1990,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1991,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1992,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1993,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1994,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1995,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1996,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1997,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1998,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1999,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2000,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2001,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2002,"WRY",0.057,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2003,"WRY",0.0081,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2004,"WRY",0.0258,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2005,"WRY",0.0062,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2006,"WRY",0.0138,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2007,"WRY",0.0045,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2008,"WRY",0.0135,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2009,"WRY",0.0056,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2010,"WRY",0.0055,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2011,"WRY",0.0066,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2012,"WRY",0.0095,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2013,"WRY",0.0769,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
2014,"WRY",NA,"White River Spring Yearling","WA","streamtype","Spring","SPGSD","47.2506","-122.4157"
1971,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1972,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1973,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1974,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1975,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1976,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1977,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1978,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1979,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1980,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1981,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1982,"ELW",0.0232,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1983,"ELW",0.0177,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1984,"ELW",0.0213,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1985,"ELW",0.0059,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1986,"ELW",0.0029,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1987,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1988,"ELW",2e-04,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1989,"ELW",0.002,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1990,"ELW",0.0032,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1991,"ELW",6e-04,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1992,"ELW",0.0048,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1993,"ELW",0.005,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1994,"ELW",0.002,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1995,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1996,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1997,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1998,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1999,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2000,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2001,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2002,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2003,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2004,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2005,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2006,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2007,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2008,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2009,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2010,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2011,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2012,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2013,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
2014,"ELW",NA,"Elwha Fall Fingerling","WA","oceantype","Fall","JFUCA","48.1455","-123.566"
1971,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1972,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1973,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1974,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1975,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1976,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1977,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1978,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1979,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1980,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1981,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1982,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1983,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1984,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1985,"HOK",0.0054,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1986,"HOK",0.0248,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1987,"HOK",0.0259,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1988,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1989,"HOK",0.0108,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1990,"HOK",0.016,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1991,"HOK",0.0118,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1992,"HOK",0.0122,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1993,"HOK",0.0164,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1994,"HOK",0.0228,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1995,"HOK",0.007,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1996,"HOK",0.0136,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1997,"HOK",0.0051,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1998,"HOK",0.0224,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1999,"HOK",0.0304,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2000,"HOK",0.0072,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2001,"HOK",0.0117,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2002,"HOK",0.0106,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2003,"HOK",0.0066,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2004,"HOK",0.0011,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2005,"HOK",0.0091,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2006,"HOK",0.0109,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2007,"HOK",0.0261,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2008,"HOK",0.0106,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2009,"HOK",0.0077,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2010,"HOK",0.0159,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2011,"HOK",0.0179,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2012,"HOK",0.0098,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2013,"HOK",0.0094,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
2014,"HOK",NA,"Hoko Fall Fingerling","WA","oceantype","Fall","JFUCA","48.28688","-124.362"
1971,"QUE",NA,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1972,"QUE",NA,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1973,"QUE",NA,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1974,"QUE",NA,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1975,"QUE",NA,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1976,"QUE",NA,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1977,"QUE",0.0073,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1978,"QUE",0.0088,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1979,"QUE",0.0313,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1980,"QUE",0.0108,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1981,"QUE",0.0075,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1982,"QUE",0.0092,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1983,"QUE",0.041,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1984,"QUE",NA,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1985,"QUE",0.0299,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1986,"QUE",0.0389,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1987,"QUE",0.033,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1988,"QUE",0.013,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1989,"QUE",0.0449,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1990,"QUE",0.0407,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1991,"QUE",0.0106,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1992,"QUE",0.0132,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1993,"QUE",0.0389,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1994,"QUE",0.0248,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1995,"QUE",0.0087,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1996,"QUE",0.011,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1997,"QUE",0.0307,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1998,"QUE",0.0536,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1999,"QUE",0.0629,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2000,"QUE",0.0366,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2001,"QUE",0.0515,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2002,"QUE",0.0111,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2003,"QUE",0.0106,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2004,"QUE",0.0252,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2005,"QUE",0.0358,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2006,"QUE",0.0289,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2007,"QUE",0.0529,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2008,"QUE",0.0447,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2009,"QUE",0.0285,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2010,"QUE",0.0548,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2011,"QUE",0.0227,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2012,"QUE",0.0193,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2013,"QUE",NA,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
2014,"QUE",NA,"Queets Fall Fingerling","WA","oceantype","Fall","WACST","47.5425","-124.3539"
1971,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1972,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1973,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1974,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1975,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1976,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1977,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1978,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1979,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1980,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1981,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1982,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1983,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1984,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1985,"SOO",0.0026,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1986,"SOO",0.0019,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1987,"SOO",0.0095,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1988,"SOO",NA,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1989,"SOO",0.0155,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1990,"SOO",0.0046,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
1991,"SOO",7e-04,"Sooes Fall Fingerling","WA","oceantype","Fall","WACST","48.3215","-124.6572"
