"brood_year","stock","stock_name","smolt","run","region","lat","long","j_group","j_group2","j_group3","a_group","a_group2","survival","M"
"2005","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.01552175,4.16551301285178
"2006","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.01017317,4.58800141640875
"2007","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.01728705,4.05779761269882
"2008","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.01721589,4.06192248442838
"2009","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.02734343,3.59927899834987
"2010","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.02462367,3.70404710353487
"2011","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.02005398,3.90932764118817
"2012","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.01833171,3.9991229317927
"2013","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.01702714,4.07294673734216
"2014","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.01924897,3.95029772617337
"2015","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.01175176,4.44375226237491
"2016","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",0.000100493,9.20542248463223
"2017","NSA","NE Alaska Spring","streamtype","spring","SEAK",61.381706,-149.778542,"north","north","north_streamtype","offshore","offshore",NA,NA
"1971","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1972","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1973","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1974","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1975","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1976","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1977","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1978","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1979","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1980","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1981","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1982","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1983","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1984","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1985","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1986","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1987","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1988","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.002928259,5.83334723051095
"1989","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.006549578,5.02835465889143
"1990","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1991","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1992","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.002715607,5.90873977784088
"1993","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.009097696,4.69973408432971
"1994","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.04602183,3.07863942984611
"1995","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.008851611,4.72715580263015
"1996","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.03368346,3.39074836329309
"1997","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.0131671,4.33003398489233
"1998","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.0264309,3.63322149873231
"1999","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.011892,4.43188937384629
"2000","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.005364225,5.2280033681337
"2001","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.01760603,4.03951382198032
"2002","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.005806195,5.14882982799812
"2003","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.007829746,4.84982520884148
"2004","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.006788694,4.9924966975905
"2005","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.01877359,3.97530418401892
"2006","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.007979994,4.8308176194004
"2007","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.0146653,4.22227111989186
"2008","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.005848402,5.14158681744718
"2009","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.008207651,4.80268851095088
"2010","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.0154125,4.17257641049167
"2011","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.01752238,4.0442763579511
"2012","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.02662935,3.62574128801596
"2013","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.01138193,4.47572826888162
"2014","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.03577719,3.33044473948033
"2015","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.02908983,3.53736665042473
"2016","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",0.0357714,3.33060658753387
"2017","NSF","Nooksack Spring Fingerling","oceantype","spring","NPGSD",48.7841,-122.5883,"salish","puget","puget_oceantype","south","salish",NA,NA
"1971","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1972","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1973","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1974","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1975","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1976","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1977","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1978","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1979","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1980","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1981","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1982","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1983","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1984","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1985","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1986","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1987","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1988","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1989","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1990","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1991","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1992","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1993","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1994","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1995","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1996","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1997","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1998","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"1999","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2000","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2001","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2002","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2003","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2004","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2005","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2006","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2007","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2008","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",NA,NA
"2009","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",0.09788447,2.32396737328532
"2010","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",0.05004124,2.99490781351459
"2011","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",0.04767445,3.04335966400688
"2012","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",0.04050243,3.20639330666957
"2013","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",0.02414288,3.72376576636926
"2014","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",0.01004606,4.60057476114574
"2015","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",0.02114217,3.85648565480147
"2016","PHI","Phillips River Fall","oceantype","fall","SBC",50.556483,-125.36941,"salish","sog","sog_oceantype","north","north",0.258772,1.35180791386232
